Vehicle ID,Owner ID,Make,Model,Year,Vehicle Type,License Status,Last Renewal Date,Expiration Date,Fine Amount,Agent Service Used,Online Platform Used,Compliance History,Geographic Location,Region,Income Level,Number of Vehicles Owned,Previous Violations,Agent Hours Used,User Feedback Score,Predictive Score,Preferred Payment Mode,Date of Data Collection,Days Since Last Renewal,Number of Late Renewals in Last 3 Years,Average Renewal Lag Days,Agent Synchronization Lag,Month,Quarter,vehicle_age_years,late_renewal_rate,renewal_frequency,payment_digital_score,region_risk_score,agent_efficiency,is_licensed
VH-3FAAE9BD,OWN-93622BCA,Honda,CR-V,2016,Suv,Non-compliant,2023-10-31,2023-11-11,0.0,Online,Zinara Portal,Always Compliant,"Gwanda, Mashonaland Central",Urban,Very High,2,0,0.0,,0.823,Mobile Money,2024-11-10,376,3,4.77,0.0,11,4,8,1.0,0.8409469823274425,0.8,0.3,1.0,False
VH-6E9CA366,OWN-378BD50E,Volkswagen,Golf,2007,Sedan,Compliant,2023-03-12,2024-03-11,0.0,In-person,,Always Compliant,"Chiredzi, Matabeleland South",Urban,Middle,2,1,7.66,3.7,0.019,Agent,2023-11-27,260,3,0.71,17.15,11,4,16,1.0,0.976325441813938,0.4,0.3,0.28482068390325277,True
VH-DC99A9B4,OWN-0087EEE8,Kia,Sportage,2001,Suv,Compliant,2024-05-19,2025-05-19,0.0,Online,Paynow,Always Compliant,"Ruwa, Harare",Urban,Very High,1,2,0.0,4.0,0.281,Bank Transfer,2024-06-25,37,2,15.33,0.0,6,2,23,0.6666666666666666,0.4888296098699566,0.6,0.3,1.0,True
VH-6A1BA49C,OWN-49EE31DD,Mitsubishi,Pajero,2024,Hatchback,Compliant,2023-12-13,2024-12-12,0.0,Online,Innbucks,Always Compliant,"Chinhoyi, Mashonaland West",Urban,Very High,1,0,0.0,1.4,0.933,Mobile Money,2025-02-17,432,1,22.79,0.0,2,1,1,0.3333333333333333,0.2400800266755585,0.8,0.3,1.0,True
VH-DEF3F04F,OWN-BDB8E6B7,BMW,5 Series,2018,Motorcycle,Compliant,2023-05-19,2024-05-18,2855.89,Online,Zinara Portal,Occasional Late,"Norton, Mashonaland West",,High,1,0,0.0,,0.947,Cash,2024-02-08,265,5,9.82,0.0,2,1,6,1.6666666666666667,0.6725575191730577,0.0,0.5,1.0,True
VH-B262F159,OWN-6C7100D5,Hyundai,Santa Fe,2015,Pickup,Non-compliant,2023-03-19,2023-03-28,3101.03,Online,Zinara Portal,Frequently Non-compliant,"Redcliff, Midlands",,Low,4,2,0.0,2.5,0.568,Mobile Money,2023-12-28,284,0,0.0,0.0,12,4,8,0.0,1.0,0.8,0.5,1.0,False
VH-EAA3D208,OWN-F7820636,Ford,F-150,2006,Minivan,Non-compliant,2024-10-13,2025-04-14,,In-person,,Frequently Non-compliant,"Kadoma, Masvingo",Rural,Nan,1,0,2.77,4.7,0.12,Online,2025-08-25,316,3,5.24,2.7,8,3,19,1.0,0.8252750916972325,1.0,0.7,0.8874061718098415,False
VH-BD849480,OWN-11A4AF1A,Mercedes-Benz,E-Class,2018,Minivan,Compliant,2022-11-09,2023-11-09,0.0,Agent,,Always Compliant,"Redcliff, Mashonaland East",,Low,1,0,5.59,1.7,0.013,Online,2024-04-13,521,5,1.89,18.47,4,2,6,1.6666666666666667,0.9369789929976658,1.0,0.5,0.22977481234361974,True
VH-F4A51446,OWN-DB85A92A,Volkswagen,Tiguan,2023,Pickup,Compliant,2024-08-05,2025-08-05,3463.89,In-person,,Occasional Late,"Kadoma, Mashonaland East",Urban,Very High,2,5,7.05,3.9,0.743,Agent,2025-05-02,270,2,2.65,8.82,5,2,2,0.6666666666666666,0.9116372124041348,0.4,0.3,0.6321934945788157,True
VH-2C29C831,OWN-E891420F,Foton,Sauvana,2005,Truck,Compliant,,2025-06-21,0.0,Agent,,Always Compliant,"Plumtree, Mashonaland West",Rural,High,3,0,3.29,4.6,0.676,Cash,2025-06-14,358,2,28.84,2.07,6,2,20,0.6666666666666666,0.03834611537179056,0.0,0.7,0.9136780650542119,True
VH-97134640,OWN-3038194C,Volkswagen,Golf,2010,Truck,Non-compliant,2023-05-31,2023-05-22,1750.1,In-person,,Always Compliant,"Chiredzi, Matabeleland North",,Middle,3,5,4.99,4.2,0.825,Cash,2023-12-15,198,0,0.0,19.76,12,4,13,0.0,1.0,0.0,0.5,0.17597998331943276,False
VH-DF7157B3,OWN-F6DCA399,Mazda,BT-50,2016,Sedan,Expired,2023-06-16,2023-02-19,0.0,Agent,,Always Compliant,"Ruwa, Harare",,High,2,0,5.99,2.6,0.577,Cash,2023-12-31,198,5,22.55,2.55,12,4,7,1.6666666666666667,0.24808269423141038,0.0,0.5,0.8936613844870726,False
VH-A804D53E,OWN-71005599,Chevrolet,Spark,2022,Motorcycle,Non-compliant,2023-12-27,2024-01-02,0.0,Agent,,Always Compliant,"Kadoma, Harare",Rural,Low,4,1,6.69,,0.296,Mobile Money,2024-06-21,177,1,24.83,16.33,6,2,2,0.3333333333333333,0.172057352450817,0.8,0.7,0.31901584653878245,False
VH-077112FB,OWN-E91BEF7B,Nissan,Sunny,2014,Sedan,Compliant,2022-02-24,,0.0,Agent,,Always Compliant,"Bindura, Mashonaland West",Rural,Very High,2,0,5.14,4.9,0.5,Agent,2023-11-27,641,0,0.0,6.14,11,4,9,0.0,1.0,0.4,0.7,0.74395329441201,True
VH-00E50AFE,OWN-D391613A,Foton,View,2024,Hatchback,Compliant,2023-01-21,2024-01-21,0.0,Agent,,Always Compliant,"Lupane, Bulawayo",,Very High,3,5,0.79,,0.092,Mobile Money,2024-02-14,389,5,24.92,15.15,2,1,0,1.6666666666666667,0.16905635211737235,0.8,0.5,0.36822351959966637,True
VH-80CD17EB,OWN-77CE8AAE,Mazda,323,2012,Minivan,Expired,2024-10-11,2024-05-05,0.0,Online,OneMoney,Always Compliant,"Marondera, Mashonaland Central",Rural,Nan,1,0,0.0,,0.936,Cash,2025-10-06,360,0,0.0,0.0,10,4,13,0.0,1.0,0.0,0.7,1.0,False
VH-CDC6C45B,OWN-D916BC82,JAC,T6,2014,Truck,Non-compliant,2022-06-12,2023-05-18,0.0,Agent,,Always Compliant,"Gwanda, Midlands",,Very High,1,1,,,0.331,Online,2024-05-11,699,5,4.64,20.1,5,2,10,1.6666666666666667,0.8452817605868623,1.0,0.5,0.16180150125104253,False
VH-F9D87445,OWN-7C3F25F7,Isuzu,D-Max,2015,Suv,Non-compliant,2024-03-25,2024-03-17,0.0,Online,OneMoney,Occasional Late,"Harare, Masvingo",Rural,Nan,2,2,0.0,1.5,0.164,Mobile Money,2025-05-14,415,5,29.36,0.0,5,2,10,1.6666666666666667,0.021007002334111347,0.8,0.7,1.0,False
VH-0D72DCC1,OWN-5105C4DE,Haval,H6,2014,Pickup,Non-compliant,2022-10-20,2023-08-11,,Agent,,Always Compliant,"Chegutu, Masvingo",Urban,Very High,1,0,4.68,3.7,0.475,Bank Transfer,2023-12-01,407,1,27.2,21.01,12,4,9,0.3333333333333333,0.09303101033677885,0.6,0.3,0.12385321100917424,False
VH-E6C41099,OWN-DEA5C606,Mazda,BT-50,2005,Sedan,Compliant,2022-05-26,2023-05-26,0.0,Online,Paynow,Always Compliant,"Ruwa, Manicaland",Rural,Very High,1,0,0.0,,0.3,Cash,2024-01-05,589,0,0.0,0.0,1,1,19,0.0,1.0,0.0,0.7,1.0,True
VH-3F0A587B,OWN-449FF197,Land Rover,Defender,2016,Motorcycle,Compliant,2022-08-26,2023-08-26,93.84,In-person,,Always Compliant,"Harare, Bulawayo",Rural,Middle,1,0,6.95,1.4,0.388,Bank Transfer,2024-03-21,573,0,0.0,3.51,3,1,8,0.0,1.0,0.6,0.7,0.853628023352794,True
VH-ADAD551F,OWN-AC24A9CA,Honda,Civic,2024,Sedan,Compliant,2023-05-02,2024-05-01,3779.4,In-person,,Always Compliant,"Victoria Falls, Matabeleland South",Urban,Very High,1,0,67.1,4.1,0.028,Agent,2025-03-03,671,3,13.49,20.07,3,1,1,1.0,0.5501833944648216,0.4,0.3,0.1630525437864887,True
VH-C5A997B8,OWN-61202753,Mercedes-Benz,Actros,2015,Hatchback,Non-compliant,2023-07-23,2023-10-24,0.0,Agent,,Always Compliant,"Hwange, Masvingo",Rural,Very High,1,1,5.0,1.6,0.641,Agent,2024-01-30,191,2,11.8,11.15,1,1,9,0.6666666666666666,0.606535511837279,0.4,0.7,0.5350291909924938,False
VH-908B8D12,OWN-4C70134E,Audi,Q5,2017,Hatchback,Compliant,2023-01-17,2024-01-17,3491.49,Online,Telecash,Always Compliant,"Marondera, Mashonaland East",,Middle,1,1,0.0,2.4,0.517,Online,2024-10-11,633,2,18.87,0.0,10,4,7,0.6666666666666666,0.3707902634211403,1.0,0.5,1.0,True
VH-9EDA600E,OWN-4D635C6A,Volkswagen,Tiguan,2019,Hatchback,Expired,2023-08-29,2023-03-03,0.0,Online,OneMoney,Always Compliant,"Masvingo, Mashonaland West",,High,1,0,0.0,4.1,0.891,Mobile Money,2024-04-10,225,5,8.85,0.0,4,2,5,1.6666666666666667,0.7049016338779593,0.8,0.5,1.0,False
VH-0B0D829A,OWN-734AE09A,Land Rover,Range Rover,2017,Hatchback,Compliant,2024-12-18,2025-12-18,3636.73,In-person,,Occasional Late,"Marondera, Mashonaland Central",,High,1,1,4.99,2.0,0.484,Agent,2025-05-17,150,4,13.77,8.19,5,2,8,1.3333333333333333,0.5408469489829943,0.4,0.5,0.6584653878231861,True
VH-6F4F9DB2,OWN-D2931BED,Volkswagen,Polo,2008,Sedan,Compliant,2024-07-15,2025-07-15,0.0,Online,Ecocash,Always Compliant,"Zvishavane, Matabeleland South",,Very High,1,5,0.0,4.9,0.595,Cash,2025-05-01,290,3,11.61,0.0,5,2,17,1.0,0.6128709569856619,0.0,0.5,1.0,True
VH-FBC6F75A,OWN-F9F3CF9E,Mazda,CX-5,2005,Sedan,Non-compliant,2024-09-12,2025-05-20,0.0,Online,Innbucks,Occasional Late,"Chegutu, Harare",Urban,Very High,1,0,0.0,1.0,0.338,Bank Transfer,2025-01-30,140,5,8.32,0.0,1,1,20,1.6666666666666667,0.7225741913971324,0.6,0.3,1.0,False
VH-DB479D27,OWN-3B8B8823,Kia,Sorento,2007,Suv,Non-compliant,2023-03-29,,,In-person,,Occasional Late,"Kariba, Midlands",Rural,Very High,1,0,,1.4,0.74,Agent,2024-04-24,392,3,3.74,5.91,4,2,17,1.0,0.8752917639213071,0.4,0.7,0.7535446205170976,False
VH-A25DD088,OWN-65F45F96,Kia,Sorento,2007,Pickup,Expired,2024-09-11,2024-09-09,0.0,Online,OneMoney,Always Compliant,"Kariba, Manicaland",Urban,Very High,1,0,0.0,,0.712,Cash,2025-01-28,139,1,22.17,0.0,1,1,18,0.3333333333333333,0.260753584528176,0.0,0.3,1.0,False
VH-DC174F43,OWN-B726547B,Hyundai,i20,2000,Hatchback,Non-compliant,2023-03-06,2023-10-30,0.0,Agent,,Occasional Late,"Lupane, Mashonaland East",Urban,Middle,1,0,6.79,3.8,0.378,Cash,2024-06-25,477,1,6.54,8.48,6,2,24,0.3333333333333333,0.7819273091030343,0.0,0.3,0.646371976647206,False
VH-B8E4AFE6,OWN-1CB5C53D,Volkswagen,Golf,2022,Truck,Non-compliant,2024-02-19,2024-05-23,0.0,In-person,,Always Compliant,"Masvingo, Masvingo",Rural,High,1,1,3.42,2.8,0.424,Cash,2025-10-17,606,2,10.45,6.46,10,4,3,0.6666666666666666,0.6515505168389464,0.0,0.7,0.7306088407005839,False
VH-BD9BC567,OWN-C2771223,Volkswagen,Amarok,2005,Suv,Compliant,2023-09-29,2024-09-28,4237.22,In-person,,Occasional Late,"Masvingo, Midlands",Rural,Middle,1,0,1.17,,0.079,Agent,2024-05-16,230,3,4.47,3.4,5,2,19,1.0,0.8509503167722574,0.4,0.7,0.8582151793160968,True
VH-CAEFA018,OWN-963F3332,Kia,Rio,2005,Suv,Compliant,2024-11-14,2025-11-14,0.0,Online,Paynow,Frequently Non-compliant,"Bindura, Mashonaland East",Urban,High,2,1,0.0,1.9,0.808,Mobile Money,2025-03-18,124,4,21.38,0.0,3,1,20,1.3333333333333333,0.2870956985661888,0.8,0.3,1.0,True
VH-182720A3,OWN-8A4C9C93,Nissan,Navara,2008,Motorcycle,Non-compliant,2023-03-13,2024-02-16,0.0,In-person,,Always Compliant,"Kwekwe, Matabeleland South",Urban,Middle,3,0,2.94,,0.505,Online,2024-04-23,407,3,4.05,1.16,4,2,16,1.0,0.8649549849949983,1.0,0.3,0.9516263552960801,False
VH-C16B5A5C,OWN-5EB8DAF7,Honda,Civic,2007,Motorcycle,Non-compliant,,2024-05-07,0.0,Online,Telecash,Always Compliant,"Kariba, Mashonaland West",Rural,Low,1,0,0.0,,0.461,Cash,2024-07-25,281,5,22.63,0.0,7,3,17,1.6666666666666667,0.24541513837945983,0.0,0.7,1.0,False
VH-8BE3F68B,OWN-8F9058A8,Great Wall,Steed,2023,Pickup,Expired,2023-02-02,2022-04-12,0.0,Online,OneMoney,Always Compliant,"Hwange, Matabeleland North",Rural,Middle,2,1,0.0,1.8,0.6,Agent,2024-11-13,650,2,3.47,0.0,11,4,1,0.6666666666666666,0.8842947649216405,0.4,0.7,1.0,False
VH-1928FADF,OWN-888BA1DF,Kia,Picanto,2012,Truck,Compliant,2025-02-17,2026-02-17,0.0,Online,Innbucks,Always Compliant,"Chegutu, Harare",,Middle,2,0,0.0,,0.016,Mobile Money,2025-10-25,250,3,7.59,0.0,10,4,13,1.0,0.746915638546182,0.8,0.5,1.0,True
VH-DCC74FFF,OWN-3BB4DBF6,Hyundai,i20,2022,Pickup,Compliant,2024-12-12,2025-12-12,4741.24,Agent,,Always Compliant,"Chegutu, Mashonaland Central",,High,1,3,3.31,2.7,0.598,Agent,2025-09-19,281,4,16.55,0.97,9,3,3,1.3333333333333333,0.44814938312770913,0.4,0.5,0.9595496246872394,True
VH-712C903C,OWN-9714060A,Foton,Tunland,2011,Truck,Compliant,2025-02-01,2026-02-01,0.0,Online,Paynow,Always Compliant,"Kadoma, Mashonaland East",Rural,High,1,0,0.0,2.8,0.622,Agent,2025-07-30,179,2,1.53,0.0,7,3,14,0.6666666666666666,0.9489829943314438,0.4,0.7,1.0,True
VH-54B6E973,OWN-EF535FA7,JAC,M1,2003,Pickup,Non-compliant,2023-10-23,2024-06-29,0.0,In-person,,Occasional Late,"Lupane, Matabeleland North",,Very High,1,0,7.5,,0.144,Mobile Money,2025-10-04,712,0,0.0,14.8,10,4,22,0.0,1.0,0.8,0.5,0.38281901584653877,False
VH-AB805431,OWN-0575D7D9,Volkswagen,Amarok,2007,Sedan,Expired,2024-01-23,2023-04-06,0.0,Agent,,Always Compliant,"Bulawayo, Mashonaland East",Urban,Nan,5,2,46.0,,0.037,Cash,2025-04-25,458,0,0.0,5.26,4,2,18,0.0,1.0,0.0,0.3,0.780650542118432,False
VH-7EE935F8,OWN-33866EFD,Mitsubishi,Triton,2003,Sedan,Compliant,2023-06-03,2024-06-02,0.0,Online,Ecocash,Occasional Late,"Plumtree, Matabeleland North",,High,2,0,0.0,3.4,0.683,Bank Transfer,2024-10-25,510,1,6.79,0.0,10,4,21,0.3333333333333333,0.7735911970656886,0.6,0.5,1.0,True
VH-42CD8FE5,OWN-FDAB91C4,Toyota,Prado,2015,Truck,Compliant,2024-07-02,2025-07-02,0.0,In-person,,Always Compliant,"Marondera, Matabeleland South",,Middle,3,2,6.68,2.9,0.153,Online,2024-09-22,82,5,16.27,8.71,9,3,9,1.6666666666666667,0.45748582860953646,1.0,0.5,0.6367806505421184,True
VH-88849851,OWN-55FF734D,Hyundai,i20,2018,Truck,Compliant,2022-07-29,2023-07-29,0.0,Agent,,Always Compliant,"Norton, Bulawayo",Urban,Nan,1,2,3.54,,0.938,Online,2024-07-06,708,2,7.07,21.1,7,3,6,0.6666666666666666,0.7642547515838612,1.0,0.3,0.12010008340283562,True
VH-ECDE8EE9,OWN-AE2A02C5,Foton,View,2018,Suv,Compliant,2023-08-10,,0.0,In-person,,Always Compliant,"Zvishavane, Masvingo",Urban,Low,3,0,1.25,3.0,0.092,Mobile Money,2024-02-24,198,0,0.0,0.05,2,1,6,0.0,1.0,0.8,0.3,0.9979149291075896,True
VH-7EE5C626,OWN-49CB206C,Mitsubishi,L200,2004,Truck,Compliant,2025-03-15,2026-03-15,0.0,Online,Zinara Portal,Occasional Late,"Chegutu, Mashonaland West",Rural,Low,2,0,0.0,,0.17,Cash,2025-09-30,199,3,3.23,0.0,9,3,21,1.0,0.8922974324774925,0.0,0.7,1.0,True
VH-F7900BA3,OWN-A3C2AF85,Haval,H9,2019,Motorcycle,Compliant,2024-04-20,2025-04-20,0.0,Online,Telecash,Always Compliant,"Hwange, Bulawayo",Rural,Low,1,1,0.0,,0.393,Agent,2025-09-05,503,5,4.88,0.0,9,3,6,1.6666666666666667,0.8372790930310103,0.4,0.7,1.0,True
VH-E415335A,OWN-741519EE,Foton,View,2011,Hatchback,Non-compliant,2023-06-26,2023-09-24,3981.57,In-person,,Always Compliant,"Norton, Mashonaland East",Rural,Middle,2,1,2.31,,0.875,Mobile Money,2024-09-26,458,0,0.0,23.96,9,3,13,0.0,1.0,0.8,0.7,0.0008340283569641116,False
VH-E76BFD00,OWN-BA98034F,Honda,Civic,2023,Sedan,Compliant,2023-10-05,2024-10-04,0.0,Online,Telecash,Always Compliant,"Norton, Mashonaland West",Rural,High,4,1,0.0,,0.157,Mobile Money,2025-03-11,523,2,1.98,0.0,3,1,2,0.6666666666666666,0.9339779926642214,0.8,0.7,1.0,True
VH-A02E46AB,OWN-84C63342,Ford,F-150,2012,Suv,Expired,2022-11-19,2022-04-02,,Agent,,Occasional Late,"Victoria Falls, Matabeleland North",Rural,Middle,1,4,5.44,2.7,0.487,Agent,2023-11-15,361,1,1.26,3.37,11,4,11,0.3333333333333333,0.9579859953317773,0.4,0.7,0.859466221851543,False
VH-970A0AE3,OWN-35AC6AE2,JAC,M1,2015,Truck,Compliant,2023-12-26,2024-12-25,0.0,Agent,,Frequently Non-compliant,"Kadoma, Manicaland",,Very High,3,1,,,0.148,Bank Transfer,2025-11-01,676,2,15.93,21.35,11,4,10,0.6666666666666666,0.46882294098032673,0.6,0.5,0.1096747289407839,True
VH-A2061888,OWN-42385931,Haval,Jolion,2019,Suv,Expired,2022-08-03,2022-03-07,0.0,Agent,,Occasional Late,"Bindura, Harare",,Low,1,0,0.63,4.7,0.609,Mobile Money,2024-03-15,590,2,25.04,5.35,3,1,5,0.6666666666666666,0.16505501833944647,0.8,0.5,0.7768974145120935,False
VH-F07D360E,OWN-EC35E44E,Volkswagen,Tiguan,2020,Motorcycle,Expired,2023-12-17,2023-08-03,0.0,Agent,,Frequently Non-compliant,"Bulawayo, Mashonaland Central",Rural,Low,1,0,2.29,2.1,0.814,Bank Transfer,2025-02-23,434,3,0.49,20.85,2,1,5,1.0,0.9836612204068023,0.6,0.7,0.13052543786488735,False
VH-94420259,OWN-42DF7704,BMW,3 Series,2015,Hatchback,Compliant,2024-10-18,2025-10-18,0.0,In-person,,Always Compliant,"Kadoma, Matabeleland South",Rural,Middle,1,1,4.59,2.0,0.48,Online,2025-07-15,270,1,27.93,17.54,7,3,10,0.3333333333333333,0.06868956318772923,1.0,0.7,0.26855713094245204,True
VH-9100E09D,OWN-9491DF45,Mitsubishi,Outlander,2021,Truck,Compliant,2024-04-22,2025-04-22,533.14,Online,Innbucks,Always Compliant,"Bindura, Manicaland",,Nan,1,0,0.0,,0.937,Mobile Money,2025-05-27,400,0,0.0,0.0,5,2,4,0.0,1.0,0.8,0.5,1.0,True
VH-D9236E3F,OWN-D05B8DC0,Volkswagen,Golf,2003,Motorcycle,Compliant,2022-12-23,2023-12-23,0.0,In-person,,Always Compliant,"Beitbridge, Mashonaland West",Urban,Low,1,1,3.17,,0.945,Online,2024-05-12,506,4,24.13,19.04,5,2,21,1.3333333333333333,0.19539846615538514,1.0,0.3,0.20600500417014178,True
VH-A20DDE4A,OWN-AFCD9F4A,Nissan,Navara,2005,Suv,Non-compliant,2023-09-27,2024-04-29,0.0,Agent,,Always Compliant,"Marondera, Manicaland",Rural,Very High,1,0,6.9,1.8,0.19,Cash,2024-05-12,228,4,22.43,1.61,5,2,19,1.3333333333333333,0.2520840280093364,0.0,0.7,0.932860717264387,False
VH-5B8946A5,OWN-7FE10CF2,Mercedes-Benz,E-Class,2017,Motorcycle,Compliant,2025-02-08,2026-02-08,0.0,In-person,,Always Compliant,"Beitbridge, Masvingo",,High,2,0,7.91,4.9,0.862,Online,2025-04-21,72,1,25.29,14.27,4,2,8,0.3333333333333333,0.15671890630210072,1.0,0.5,0.4049207673060884,True
VH-CDEEFE3E,OWN-550D2A34,Great Wall,Wingle,2018,Suv,Expired,2024-06-28,,0.0,In-person,,Occasional Late,"Victoria Falls, Matabeleland North",Rural,Nan,1,1,2.84,,0.3,Mobile Money,2024-11-27,152,5,7.75,9.11,11,4,6,1.6666666666666667,0.7415805268422808,0.8,0.7,0.6201000834028357,False
VH-961F9755,OWN-772F26F5,Honda,Accord,2010,Motorcycle,Compliant,2023-07-09,,0.0,Agent,,Frequently Non-compliant,"Bindura, Bulawayo",Rural,Low,3,0,2.96,4.4,0.363,Online,2024-06-18,345,2,23.04,7.64,6,2,14,0.6666666666666666,0.23174391463821276,1.0,0.7,0.6814011676396998,True
VH-6109D79B,OWN-86D4D808,Mazda,CX-5,2018,Suv,Compliant,2023-05-14,2024-05-13,3786.46,Online,Telecash,Occasional Late,"Ruwa, Bulawayo",Urban,High,4,0,0.0,,0.404,Online,2024-12-27,593,2,27.57,0.0,12,4,6,0.6666666666666666,0.08069356452150711,1.0,0.3,1.0,True
VH-90E5F6A6,OWN-CB0D052E,Kia,Sportage,2021,Truck,Compliant,2024-02-13,2025-02-12,0.0,Agent,,Always Compliant,"Chinhoyi, Harare",Urban,Low,1,0,3.54,4.2,0.082,Mobile Money,2024-03-18,34,1,19.45,13.66,3,1,3,0.3333333333333333,0.35145048349449814,0.8,0.3,0.4303586321934946,True
VH-8BC8B041,OWN-AE5E1DB3,Mazda,BT-50,2015,Suv,Non-compliant,2022-06-10,2022-09-10,0.0,Agent,,Always Compliant,"Shurugwi, Manicaland",Urban,Middle,1,0,,3.5,0.388,Bank Transfer,2023-12-13,551,2,10.33,9.71,12,4,8,0.6666666666666666,0.6555518506168723,0.6,0.3,0.5950792326939116,False
VH-75CDED2F,OWN-B46BB799,Haval,H9,2018,Truck,Non-compliant,2024-04-02,2024-07-11,0.0,Agent,,Always Compliant,"Chinhoyi, Mashonaland Central",Rural,High,2,4,4.93,3.3,0.967,Mobile Money,2025-07-06,460,1,21.33,5.54,7,3,7,0.3333333333333333,0.28876292097365786,0.8,0.7,0.7689741451209341,False
VH-CB2DD7A4,OWN-E866413D,Mercedes-Benz,Sprinter,2023,Sedan,Expired,2024-09-08,2023-11-18,0.0,Online,Zinara Portal,Always Compliant,"Plumtree, Masvingo",Urban,Very High,1,0,0.0,,0.724,Online,2025-01-31,145,2,9.75,0.0,1,1,2,0.6666666666666666,0.6748916305435144,1.0,0.3,1.0,False
VH-8C8C3439,OWN-9C89EEE4,Kia,Picanto,2021,Hatchback,Compliant,2023-08-04,2024-08-03,0.0,Online,Paynow,Always Compliant,"Plumtree, Mashonaland East",,Very High,1,2,0.0,,0.003,Cash,2024-01-30,179,1,1.84,0.0,1,1,3,0.3333333333333333,0.938646215405135,0.0,0.5,1.0,True
VH-150FABBF,OWN-548CC1AD,Ford,Fiesta,2014,Hatchback,Compliant,2024-07-30,2025-07-30,0.0,Agent,,Always Compliant,"Norton, Mashonaland Central",,Low,2,1,,,0.688,Agent,2025-01-20,174,3,28.91,6.47,1,1,11,1.0,0.03601200400133375,0.4,0.5,0.7301918265221017,True
VH-6500F10A,OWN-7FAD4A79,Foton,Tunland,2014,Suv,Compliant,2023-08-15,2024-08-14,2573.0,Online,Ecocash,Always Compliant,"Harare, Mashonaland Central",Rural,High,2,0,0.0,4.2,0.746,Online,2025-03-31,594,0,0.0,0.0,3,1,11,0.0,1.0,1.0,0.7,1.0,True
VH-35CE4967,OWN-B2EB835D,Haval,H6,2007,Truck,Expired,2022-06-13,2021-09-14,0.0,In-person,,Occasional Late,"Chinhoyi, Mashonaland Central",Rural,Low,1,4,1.62,3.3,0.001,Mobile Money,2024-02-21,618,1,3.25,7.35,2,1,17,0.3333333333333333,0.8916305435145049,0.8,0.7,0.6934945788156798,False
VH-953C0D68,OWN-BA2E37EB,Kia,Rio,2022,Motorcycle,Compliant,2022-03-20,2023-03-20,0.0,Online,Paynow,Occasional Late,"Chinhoyi, Midlands",Urban,Middle,1,0,0.0,4.0,0.532,Cash,2023-12-26,646,1,12.92,0.0,12,4,1,0.3333333333333333,0.56918972990997,0.0,0.3,1.0,True
VH-4CEE6EBD,OWN-B4E6CB60,Great Wall,Wingle,2022,Sedan,Compliant,2025-01-31,2026-01-31,0.0,In-person,,Always Compliant,"Mutare, Midlands",Urban,Very High,2,1,5.61,,0.371,Online,2025-09-27,239,2,0.35,14.1,9,3,3,0.6666666666666666,0.9883294431477159,1.0,0.3,0.41201000834028356,True
VH-BA1F5F94,OWN-0A48CCBB,Mazda,Demio,2020,Hatchback,Compliant,2023-05-27,2024-05-26,637.96,Online,Innbucks,Occasional Late,"Beitbridge, Mashonaland Central",Urban,Middle,1,1,0.0,3.6,0.696,Online,2025-03-13,656,3,24.51,0.0,3,1,5,1.0,0.18272757585861943,1.0,0.3,1.0,True
VH-46959623,OWN-7C3A4007,Isuzu,D-Max,2010,Sedan,Compliant,2023-05-22,2024-05-21,0.0,Agent,,Always Compliant,"Chitungwiza, Matabeleland South",Rural,Middle,1,3,4.67,,0.275,Mobile Money,2024-03-31,314,1,7.03,1.08,3,1,14,0.3333333333333333,0.7655885295098366,0.8,0.7,0.9549624687239366,True
VH-72D99CD6,OWN-9F569425,Mitsubishi,Pajero,2006,Suv,Compliant,2023-11-20,2024-11-19,0.0,Online,Paynow,Occasional Late,"Gweru, Mashonaland East",,High,2,1,0.0,,0.687,Mobile Money,2024-08-07,261,5,1.9,0.0,8,3,18,1.6666666666666667,0.9366455485161721,0.8,0.5,1.0,True
VH-321E6739,OWN-337D8251,Mitsubishi,Triton,2012,Sedan,Compliant,2022-09-07,2023-09-07,0.0,In-person,,Occasional Late,"Kwekwe, Mashonaland West",Urban,Very High,1,0,3.61,,0.52,Bank Transfer,2023-12-11,460,5,15.93,21.62,12,4,11,1.6666666666666667,0.46882294098032673,0.6,0.3,0.09841534612176817,True
VH-953C0D68,OWN-27167741,Haval,Jolion,2010,Pickup,Compliant,2023-12-02,2024-12-01,0.0,Agent,,Occasional Late,"Kwekwe, Midlands",Rural,Middle,4,1,2.87,1.8,0.296,Bank Transfer,2025-04-04,489,3,27.82,20.99,4,2,15,1.0,0.07235745248416137,0.6,0.7,0.12468723936613857,True
VH-755E004A,OWN-C979E626,Mazda,CX-5,2001,Suv,Compliant,2022-11-07,2023-11-07,0.0,Online,Paynow,Always Compliant,"Shurugwi, Matabeleland South",Urban,Middle,3,0,0.0,,0.858,Bank Transfer,2024-10-02,695,0,0.0,0.0,10,4,23,0.0,1.0,0.6,0.3,1.0,True
VH-B7DCC9A6,OWN-058BEDC6,Mercedes-Benz,Sprinter,2010,Hatchback,Compliant,2023-11-10,2024-11-09,0.0,In-person,,Always Compliant,"Redcliff, Bulawayo",,Middle,2,0,1.55,,0.442,Cash,2024-04-27,169,5,19.02,1.92,4,2,14,1.6666666666666667,0.36578859619873294,0.0,0.5,0.9199332777314428,True
